create file1
use file1
afu todd
insert name= aaccf ; CWID= 10000000 ; color= black ; age= 37 ; salary= 104883.3149 ;
insert name= bahman ; CWID= 10001604 ; color= blue ; age= 74 ; salary= 13308.08533 ;
insert name= bahoric ; CWID= 10001605 ; color= orange ; age= 80 ; salary= 13864.09558 ;
insert name= bahram ; CWID= 10001606 ; color= yellow ; age= 88 ; salary= 10963.68088 ;
insert name= bail ; CWID= 10001607 ; color= pink ; age= 45 ; salary= 76748.49997 ;
insert name= bailetti ; CWID= 10001608 ; color= purple ; age= 71 ; salary= 78838.33756 ;
insert name= bailey ; CWID= 10001609 ; color= crimson ; age= 31 ; salary= 60456.31662 ;
insert name= bailie ; CWID= 10001610 ; color= black ; age= 57 ; salary= 19411.36137 ;
insert name= baillarg ; CWID= 10001611 ; color= white ; age= 45 ; salary= 73829.58499 ;
insert name= baillie ; CWID= 10001612 ; color= red ; age= 12 ; salary= 94096.53615 ;
insert name= bailloux ; CWID= 10001613 ; color= green ; age= 64 ; salary= 54552.26347 ;
insert name= baily ; CWID= 10001614 ; color= blue ; age= 81 ; salary= 73284.44416 ;
insert name= bain ; CWID= 10001615 ; color= orange ; age= 21 ; salary= 18245.30408 ;
insert name= bainer ; CWID= 10001616 ; color= yellow ; age= 90 ; salary= 24942.06313 ;
insert name= baines ; CWID= 10001617 ; color= pink ; age= 88 ; salary= 85815.66224 ;
insert name= bains ; CWID= 10001618 ; color= purple ; age= 28 ; salary= 108120.974 ;
insert name= bainton ; CWID= 10001619 ; color= crimson ; age= 87 ; salary= 11062.47286 ;
insert name= baird ; CWID= 10001620 ; color= black ; age= 5 ; salary= 87674.42419 ;
insert name= bajada ; CWID= 10001621 ; color= white ; age= 67 ; salary= 56797.94451 ;
insert name= bajpeyi ; CWID= 10001622 ; color= red ; age= 33 ; salary= 43728.19496 ;
insert name= bakay ; CWID= 10001623 ; color= green ; age= 70 ; salary= 21114.14016 ;
insert name= bakel ; CWID= 10001624 ; color= blue ; age= 12 ; salary= 23564.51949 ;
insert name= baker ; CWID= 10001625 ; color= orange ; age= 0 ; salary= 42222.79421 ;
insert name= baker-gr ; CWID= 10001626 ; color= yellow ; age= 7 ; salary= 81664.63431 ;
insert name= bakhach ; CWID= 10001627 ; color= pink ; age= 99 ; salary= 82017.76794 ;
insert name= bakkum ; CWID= 10001628 ; color= purple ; age= 10 ; salary= 105296.1772 ;
insert name= bakoury ; CWID= 10001629 ; color= crimson ; age= 12 ; salary= 100966.9387 ;
insert name= bal ; CWID= 10001630 ; color= black ; age= 48 ; salary= 72137.98655 ;
insert name= balaban ; CWID= 10001631 ; color= white ; age= 55 ; salary= 102075.5402 ;
insert name= balabani ; CWID= 10001632 ; color= red ; age= 86 ; salary= 51954.43282 ;
insert name= balachan ; CWID= 10001633 ; color= green ; age= 1 ; salary= 40965.6092 ;
insert name= balaji ; CWID= 10001634 ; color= blue ; age= 21 ; salary= 86184.6091 ;
insert name= balakris ; CWID= 10001635 ; color= orange ; age= 91 ; salary= 108489.4999 ;
insert name= balanger ; CWID= 10001636 ; color= yellow ; age= 3 ; salary= 82894.90139 ;
insert name= balascak ; CWID= 10001637 ; color= pink ; age= 90 ; salary= 50591.09271 ;
insert name= balasing ; CWID= 10001638 ; color= purple ; age= 99 ; salary= 68929.30906 ;
insert name= balbir ; CWID= 10001639 ; color= crimson ; age= 94 ; salary= 67142.38826 ;
insert name= balcom ; CWID= 10001640 ; color= black ; age= 83 ; salary= 84074.32302 ;
insert name= bald ; CWID= 10001641 ; color= white ; age= 54 ; salary= 11150.75783 ;
insert name= balderst ; CWID= 10001642 ; color= red ; age= 50 ; salary= 39153.08484 ;
insert name= baldev ; CWID= 10001643 ; color= green ; age= 85 ; salary= 43745.48089 ;
insert name= baldock ; CWID= 10001644 ; color= blue ; age= 83 ; salary= 57802.71685 ;
insert name= baldridg ; CWID= 10001645 ; color= orange ; age= 22 ; salary= 96465.84759 ;
insert name= balduin ; CWID= 10001646 ; color= yellow ; age= 97 ; salary= 79429.28731 ;
insert name= baldwin ; CWID= 10001647 ; color= pink ; age= 3 ; salary= 74495.88097 ;
insert name= bale ; CWID= 10001648 ; color= purple ; age= 79 ; salary= 26525.1902 ;
insert name= bales ; CWID= 10001649 ; color= crimson ; age= 78 ; salary= 105606.1015 ;
insert name= balfour ; CWID= 10001650 ; color= black ; age= 1 ; salary= 19321.99535 ;
insert name= balgalvi ; CWID= 10001651 ; color= white ; age= 7 ; salary= 96064.24859 ;
insert name= baljinde ; CWID= 10001652 ; color= red ; age= 39 ; salary= 55000.19849 ;
insert name= balkenho ; CWID= 10001653 ; color= green ; age= 42 ; salary= 31725.26475 ;
insert name= balkisso ; CWID= 10001654 ; color= blue ; age= 20 ; salary= 70676.22425 ;
insert name= ballanti ; CWID= 10001655 ; color= orange ; age= 36 ; salary= 99577.05167 ;
insert name= ballard ; CWID= 10001656 ; color= yellow ; age= 10 ; salary= 108858.781 ;
insert name= ballarte ; CWID= 10001657 ; color= pink ; age= 91 ; salary= 104289.3086 ;
insert name= ballinge ; CWID= 10001658 ; color= purple ; age= 0 ; salary= 46434.58648 ;
insert name= ballios ; CWID= 10001659 ; color= crimson ; age= 70 ; salary= 88165.00931 ;
insert name= ballou ; CWID= 10001660 ; color= black ; age= 50 ; salary= 100771.3838 ;
insert name= ballyk ; CWID= 10001661 ; color= white ; age= 53 ; salary= 10892.54405 ;
insert name= balmer ; CWID= 10001662 ; color= red ; age= 96 ; salary= 23190.48195 ;
insert name= balog ; CWID= 10001663 ; color= green ; age= 96 ; salary= 31506.18446 ;
insert name= balogh ; CWID= 10001664 ; color= blue ; age= 15 ; salary= 11724.2337 ;
insert name= balraj ; CWID= 10001665 ; color= orange ; age= 60 ; salary= 68305.72483 ;
insert name= balsas ; CWID= 10001666 ; color= yellow ; age= 12 ; salary= 34839.63855 ;
insert name= balser ; CWID= 10001667 ; color= pink ; age= 23 ; salary= 109558.6352 ;
insert name= balter ; CWID= 10001668 ; color= purple ; age= 18 ; salary= 71439.30451 ;
insert name= baltodan ; CWID= 10001669 ; color= crimson ; age= 33 ; salary= 29366.5837 ;
insert name= balutis ; CWID= 10001670 ; color= black ; age= 42 ; salary= 80609.18564 ;
insert name= balvinde ; CWID= 10001671 ; color= white ; age= 86 ; salary= 11635.3789 ;
insert name= balwinde ; CWID= 10001672 ; color= red ; age= 55 ; salary= 62174.36897 ;
insert name= bam ; CWID= 10001673 ; color= green ; age= 0 ; salary= 87144.90202 ;
insert name= bambach ; CWID= 10001674 ; color= blue ; age= 9 ; salary= 99517.67916 ;
insert name= bambang ; CWID= 10001675 ; color= orange ; age= 13 ; salary= 33695.68625 ;
insert name= bambi ; CWID= 10001676 ; color= yellow ; age= 44 ; salary= 69863.64926 ;
insert name= bambie ; CWID= 10001677 ; color= pink ; age= 59 ; salary= 47013.16541 ;
insert name= bamby ; CWID= 10001678 ; color= purple ; age= 24 ; salary= 25144.83969 ;
insert name= bame ; CWID= 10001679 ; color= crimson ; age= 35 ; salary= 100036.1651 ;
insert name= bamfo ; CWID= 10001680 ; color= black ; age= 21 ; salary= 18966.43067 ;
insert name= ban ; CWID= 10001681 ; color= white ; age= 17 ; salary= 61438.94676 ;
insert name= banaei ; CWID= 10001682 ; color= red ; age= 58 ; salary= 66209.29288 ;
insert name= bancroft ; CWID= 10001683 ; color= green ; age= 47 ; salary= 109504.5566 ;
insert name= bandel ; CWID= 10001684 ; color= blue ; age= 69 ; salary= 91951.77275 ;
insert name= banens ; CWID= 10001685 ; color= orange ; age= 29 ; salary= 44310.17032 ;
insert name= banerd ; CWID= 10001686 ; color= yellow ; age= 34 ; salary= 30821.58581 ;
insert name= banerjee ; CWID= 10001687 ; color= pink ; age= 72 ; salary= 108138.4958 ;
insert name= banez ; CWID= 10001688 ; color= purple ; age= 0 ; salary= 42111.41285 ;
insert name= banfalvi ; CWID= 10001689 ; color= crimson ; age= 80 ; salary= 80942.27979 ;
insert name= bang ; CWID= 10001690 ; color= black ; age= 78 ; salary= 61593.81285 ;
insert name= bangert ; CWID= 10001691 ; color= white ; age= 82 ; salary= 67262.50027 ;
insert name= bangia ; CWID= 10001692 ; color= red ; age= 73 ; salary= 58205.30788 ;
insert name= banh ; CWID= 10001693 ; color= green ; age= 45 ; salary= 81265.01942 ;
insert name= banigan ; CWID= 10001694 ; color= blue ; age= 94 ; salary= 48814.60272 ;
insert name= banik ; CWID= 10001695 ; color= orange ; age= 94 ; salary= 85361.20922 ;
insert name= bank ; CWID= 10001696 ; color= yellow ; age= 19 ; salary= 56163.20393 ;
insert name= bankhead ; CWID= 10001697 ; color= pink ; age= 57 ; salary= 86505.99028 ;
insert name= banks ; CWID= 10001698 ; color= purple ; age= 91 ; salary= 102007.7908 ;
insert name= banky ; CWID= 10001699 ; color= crimson ; age= 69 ; salary= 93449.75988 ;
insert name= bannai ; CWID= 10001700 ; color= black ; age= 50 ; salary= 75077.00593 ;
insert name= bannan ; CWID= 10001701 ; color= white ; age= 52 ; salary= 65850.23158 ;
insert name= bannard ; CWID= 10001702 ; color= red ; age= 87 ; salary= 88054.40749 ;
insert name= banniste ; CWID= 10001703 ; color= green ; age= 99 ; salary= 30025.04982 ;
insert name= bansal ; CWID= 10001704 ; color= blue ; age= 83 ; salary= 82898.38575 ;
insert name= banu ; CWID= 10001705 ; color= orange ; age= 76 ; salary= 57546.29241 ;
insert name= banville ; CWID= 10001706 ; color= yellow ; age= 57 ; salary= 34511.14689 ;
insert name= bao ; CWID= 10001707 ; color= pink ; age= 28 ; salary= 46921.88981 ;
insert name= baominh ; CWID= 10001708 ; color= purple ; age= 5 ; salary= 70231.8983 ;
insert name= baquero ; CWID= 10001709 ; color= crimson ; age= 27 ; salary= 32205.56676 ;
insert name= bar ; CWID= 10001710 ; color= black ; age= 50 ; salary= 53877.71313 ;
insert name= barabash ; CWID= 10001711 ; color= white ; age= 22 ; salary= 75589.63605 ;
insert name= baragar ; CWID= 10001712 ; color= red ; age= 35 ; salary= 31067.06285 ;
insert name= barakat ; CWID= 10001713 ; color= green ; age= 58 ; salary= 86940.47577 ;
insert name= baran ; CWID= 10001714 ; color= blue ; age= 45 ; salary= 86376.41222 ;
insert name= barb ; CWID= 10001715 ; color= orange ; age= 35 ; salary= 105861.3635 ;
insert name= barba ; CWID= 10001716 ; color= yellow ; age= 99 ; salary= 62492.77524 ;
insert name= barbabas ; CWID= 10001717 ; color= pink ; age= 72 ; salary= 45918.27527 ;
insert name= barbabra ; CWID= 10001718 ; color= purple ; age= 69 ; salary= 19357.31392 ;
insert name= barbara ; CWID= 10001719 ; color= crimson ; age= 52 ; salary= 54962.32205 ;
insert name= barbara- ; CWID= 10001720 ; color= black ; age= 90 ; salary= 16596.42378 ;
insert name= barbaraa ; CWID= 10001721 ; color= white ; age= 64 ; salary= 37360.85009 ;
insert name= barbary ; CWID= 10001722 ; color= red ; age= 54 ; salary= 36859.76468 ;
insert name= barbe ; CWID= 10001723 ; color= green ; age= 99 ; salary= 51847.5021 ;
insert name= barbeau ; CWID= 10001724 ; color= blue ; age= 16 ; salary= 42642.71026 ;
insert name= barbee ; CWID= 10001725 ; color= orange ; age= 97 ; salary= 52879.79174 ;
insert name= barberen ; CWID= 10001726 ; color= yellow ; age= 43 ; salary= 20907.64698 ;
insert name= barbette ; CWID= 10001727 ; color= pink ; age= 92 ; salary= 56683.63783 ;
insert name= barbey ; CWID= 10001728 ; color= purple ; age= 70 ; salary= 106001.9806 ;
insert name= barbi ; CWID= 10001729 ; color= crimson ; age= 95 ; salary= 103321.3007 ;
insert name= barbie ; CWID= 10001730 ; color= black ; age= 0 ; salary= 57930.4366 ;
insert name= barbour ; CWID= 10001731 ; color= white ; age= 30 ; salary= 23902.63505 ;
insert name= barbra ; CWID= 10001732 ; color= red ; age= 78 ; salary= 68263.73941 ;
insert name= barby ; CWID= 10001733 ; color= green ; age= 1 ; salary= 68803.02652 ;
insert name= barclay ; CWID= 10001734 ; color= blue ; age= 0 ; salary= 38342.52545 ;
insert name= barcza ; CWID= 10001735 ; color= orange ; age= 9 ; salary= 77748.81875 ;
insert name= bard ; CWID= 10001736 ; color= yellow ; age= 49 ; salary= 16864.57566 ;
insert name= barde ; CWID= 10001737 ; color= pink ; age= 93 ; salary= 81991.80037 ;
insert name= bardsley ; CWID= 10001738 ; color= purple ; age= 36 ; salary= 11916.84086 ;
insert name= bareham ; CWID= 10001739 ; color= crimson ; age= 51 ; salary= 100959.7394 ;
insert name= barel ; CWID= 10001740 ; color= black ; age= 75 ; salary= 107687.1341 ;
insert name= barenie ; CWID= 10001741 ; color= white ; age= 89 ; salary= 90081.99141 ;
insert name= barentse ; CWID= 10001742 ; color= red ; age= 29 ; salary= 33062.64973 ;
insert name= barfield ; CWID= 10001743 ; color= green ; age= 32 ; salary= 87904.44439 ;
insert name= barham ; CWID= 10001744 ; color= blue ; age= 39 ; salary= 91432.50055 ;
insert name= bari ; CWID= 10001745 ; color= orange ; age= 73 ; salary= 39558.09067 ;
insert name= baribeau ; CWID= 10001746 ; color= yellow ; age= 24 ; salary= 103247.2497 ;
insert name= baril ; CWID= 10001747 ; color= pink ; age= 16 ; salary= 25488.2073 ;
insert name= baris ; CWID= 10001748 ; color= purple ; age= 56 ; salary= 40323.60608 ;
insert name= barker ; CWID= 10001749 ; color= crimson ; age= 14 ; salary= 11038.26921 ;
insert name= barkhous ; CWID= 10001750 ; color= black ; age= 7 ; salary= 90878.87136 ;
insert name= barkley ; CWID= 10001751 ; color= white ; age= 20 ; salary= 108844.3612 ;
insert name= barkwill ; CWID= 10001752 ; color= red ; age= 40 ; salary= 47835.78777 ;
insert name= barlas ; CWID= 10001753 ; color= green ; age= 30 ; salary= 30290.33588 ;
insert name= barlow ; CWID= 10001754 ; color= blue ; age= 69 ; salary= 42460.72615 ;
insert name= barn ; CWID= 10001755 ; color= orange ; age= 45 ; salary= 108901.7276 ;
insert name= barnabas ; CWID= 10001756 ; color= yellow ; age= 56 ; salary= 24750.31622 ;
insert name= barnabe ; CWID= 10001757 ; color= pink ; age= 59 ; salary= 106450.1102 ;
insert name= barnaby ; CWID= 10001758 ; color= purple ; age= 20 ; salary= 43666.47323 ;
insert name= barnard ; CWID= 10001759 ; color= crimson ; age= 38 ; salary= 92727.2092 ;
insert name= barnebas ; CWID= 10001760 ; color= black ; age= 21 ; salary= 82743.37361 ;
insert name= barnes ; CWID= 10001761 ; color= white ; age= 50 ; salary= 36079.60491 ;
insert name= barnett ; CWID= 10001762 ; color= red ; age= 39 ; salary= 94014.02441 ;
insert name= barney ; CWID= 10001763 ; color= green ; age= 77 ; salary= 23020.32835 ;
insert name= barnhard ; CWID= 10001764 ; color= blue ; age= 93 ; salary= 13086.31802 ;
insert name= barnhart ; CWID= 10001765 ; color= orange ; age= 87 ; salary= 44307.30844 ;
insert name= barnhill ; CWID= 10001766 ; color= yellow ; age= 30 ; salary= 59632.42961 ;
insert name= barnhous ; CWID= 10001767 ; color= pink ; age= 77 ; salary= 18414.91818 ;
insert name= barnicke ; CWID= 10001768 ; color= purple ; age= 56 ; salary= 22215.15739 ;
insert name= barnie ; CWID= 10001769 ; color= crimson ; age= 85 ; salary= 50617.44693 ;
insert name= barnwell ; CWID= 10001770 ; color= black ; age= 12 ; salary= 20800.2977 ;
insert name= barny ; CWID= 10001771 ; color= white ; age= 29 ; salary= 93053.79856 ;
insert name= barolet ; CWID= 10001772 ; color= red ; age= 94 ; salary= 36766.34832 ;
insert name= baron ; CWID= 10001773 ; color= green ; age= 34 ; salary= 91487.07511 ;
insert name= barr ; CWID= 10001774 ; color= blue ; age= 85 ; salary= 78207.76583 ;
insert name= barraclo ; CWID= 10001775 ; color= orange ; age= 7 ; salary= 46589.02778 ;
insert name= barrass ; CWID= 10001776 ; color= yellow ; age= 85 ; salary= 82813.31335 ;
insert name= barrell ; CWID= 10001777 ; color= pink ; age= 64 ; salary= 89910.62527 ;
insert name= barret ; CWID= 10001778 ; color= purple ; age= 11 ; salary= 39465.19392 ;
insert name= barrett ; CWID= 10001779 ; color= crimson ; age= 37 ; salary= 62024.21784 ;
insert name= barreyre ; CWID= 10001780 ; color= black ; age= 20 ; salary= 93083.07604 ;
insert name= barri ; CWID= 10001781 ; color= white ; age= 97 ; salary= 66156.48672 ;
insert name= barrie ; CWID= 10001782 ; color= red ; age= 33 ; salary= 88284.11351 ;
insert name= barrient ; CWID= 10001783 ; color= green ; age= 9 ; salary= 80604.30657 ;
insert name= barriere ; CWID= 10001784 ; color= blue ; age= 41 ; salary= 34247.71514 ;
insert name= barringt ; CWID= 10001785 ; color= orange ; age= 41 ; salary= 107977.9027 ;
insert name= barrio ; CWID= 10001786 ; color= yellow ; age= 80 ; salary= 22667.16563 ;
insert name= barris ; CWID= 10001787 ; color= pink ; age= 32 ; salary= 32966.57921 ;
insert name= barritt ; CWID= 10001788 ; color= purple ; age= 31 ; salary= 23288.39826 ;
insert name= barron ; CWID= 10001789 ; color= crimson ; age= 20 ; salary= 109116.848 ;
insert name= barrows ; CWID= 10001790 ; color= black ; age= 8 ; salary= 42166.52229 ;
insert name= barry ; CWID= 10001791 ; color= white ; age= 56 ; salary= 58378.28835 ;
insert name= barsch ; CWID= 10001792 ; color= red ; age= 99 ; salary= 15195.72861 ;
insert name= barsha ; CWID= 10001793 ; color= green ; age= 2 ; salary= 95322.92324 ;
insert name= barsky ; CWID= 10001794 ; color= blue ; age= 87 ; salary= 84970.05181 ;
insert name= barsony ; CWID= 10001795 ; color= orange ; age= 47 ; salary= 90689.57097 ;
insert name= barstow ; CWID= 10001796 ; color= yellow ; age= 64 ; salary= 97880.96882 ;
insert name= barszcze ; CWID= 10001797 ; color= pink ; age= 6 ; salary= 36420.13193 ;
insert name= bart ; CWID= 10001798 ; color= purple ; age= 22 ; salary= 57074.13394 ;
insert name= bartel ; CWID= 10001799 ; color= crimson ; age= 17 ; salary= 55978.36977 ;
insert name= barth ; CWID= 10001800 ; color= black ; age= 25 ; salary= 21198.58215 ;
insert name= barthel ; CWID= 10001801 ; color= white ; age= 32 ; salary= 78294.36633 ;
insert name= barthole ; CWID= 10001802 ; color= red ; age= 92 ; salary= 18183.35476 ;
insert name= bartholo ; CWID= 10001803 ; color= green ; age= 0 ; salary= 25890.04436 ;
insert name= bartie ; CWID= 10001804 ; color= blue ; age= 20 ; salary= 89339.94045 ;
insert name= bartkows ; CWID= 10001805 ; color= orange ; age= 94 ; salary= 34221.52297 ;
insert name= bartlet ; CWID= 10001806 ; color= yellow ; age= 44 ; salary= 40869.83972 ;
insert name= bartlett ; CWID= 10001807 ; color= pink ; age= 71 ; salary= 81982.69884 ;
insert name= bartley ; CWID= 10001808 ; color= purple ; age= 47 ; salary= 22781.46979 ;
insert name= bartolem ; CWID= 10001809 ; color= crimson ; age= 49 ; salary= 41821.57132 ;
insert name= bartolom ; CWID= 10001810 ; color= black ; age= 81 ; salary= 108459.64 ;
insert name= bartoluc ; CWID= 10001811 ; color= white ; age= 48 ; salary= 100285.8506 ;
insert name= barton ; CWID= 10001812 ; color= red ; age= 78 ; salary= 37444.83314 ;
insert name= bartosze ; CWID= 10001813 ; color= green ; age= 25 ; salary= 18909.59102 ;
insert name= bartra ; CWID= 10001814 ; color= blue ; age= 45 ; salary= 43812.60236 ;
insert name= bartram ; CWID= 10001815 ; color= orange ; age= 18 ; salary= 61553.61651 ;
insert name= bartush ; CWID= 10001816 ; color= yellow ; age= 77 ; salary= 89650.41705 ;
insert name= barty ; CWID= 10001817 ; color= pink ; age= 76 ; salary= 59177.41784 ;
insert name= bartz ; CWID= 10001818 ; color= purple ; age= 84 ; salary= 67112.36343 ;
insert name= baruk ; CWID= 10001819 ; color= crimson ; age= 75 ; salary= 12427.66302 ;
insert name= barwikow ; CWID= 10001820 ; color= black ; age= 2 ; salary= 12576.4824 ;
insert name= bary ; CWID= 10001821 ; color= white ; age= 77 ; salary= 91339.20085 ;
insert name= baryram ; CWID= 10001822 ; color= red ; age= 90 ; salary= 77235.36976 ;
insert name= basa ; CWID= 10001823 ; color= green ; age= 54 ; salary= 57384.47079 ;
insert name= basco ; CWID= 10001824 ; color= blue ; age= 64 ; salary= 16483.80865 ;
insert name= bascombe ; CWID= 10001825 ; color= orange ; age= 22 ; salary= 33829.33242 ;
insert name= base ; CWID= 10001826 ; color= yellow ; age= 63 ; salary= 57035.23691 ;
insert name= basheer ; CWID= 10001827 ; color= pink ; age= 5 ; salary= 88019.71235 ;
insert name= bashton ; CWID= 10001828 ; color= purple ; age= 74 ; salary= 54104.09654 ;
insert name= bashyam ; CWID= 10001829 ; color= crimson ; age= 0 ; salary= 19938.34383 ;
insert name= basia ; CWID= 10001830 ; color= black ; age= 86 ; salary= 35889.51993 ;
insert name= basil ; CWID= 10001831 ; color= white ; age= 7 ; salary= 75196.67745 ;
insert name= basile ; CWID= 10001832 ; color= red ; age= 79 ; salary= 14342.64059 ;
insert name= basilio ; CWID= 10001833 ; color= green ; age= 46 ; salary= 96478.47424 ;
insert name= basilius ; CWID= 10001834 ; color= blue ; age= 11 ; salary= 69270.9288 ;
insert name= basinger ; CWID= 10001835 ; color= orange ; age= 43 ; salary= 94782.6727 ;
insert name= baskaran ; CWID= 10001836 ; color= yellow ; age= 33 ; salary= 35943.55495 ;
insert name= baskervi ; CWID= 10001837 ; color= pink ; age= 98 ; salary= 57753.33469 ;
insert name= baskin ; CWID= 10001838 ; color= purple ; age= 42 ; salary= 17492.94848 ;
insert name= basladyn ; CWID= 10001839 ; color= crimson ; age= 58 ; salary= 28168.04489 ;
insert name= basmadji ; CWID= 10001840 ; color= black ; age= 10 ; salary= 52701.84981 ;
insert name= basnett ; CWID= 10001841 ; color= white ; age= 45 ; salary= 74548.2304 ;
insert name= bason ; CWID= 10001842 ; color= red ; age= 6 ; salary= 58775.51555 ;
insert name= basrur ; CWID= 10001843 ; color= green ; age= 21 ; salary= 108051.1231 ;
insert name= bassam ; CWID= 10001844 ; color= blue ; age= 8 ; salary= 95815.20382 ;
insert name= bassem ; CWID= 10001845 ; color= orange ; age= 51 ; salary= 14884.26305 ;
insert name= basser ; CWID= 10001846 ; color= yellow ; age= 5 ; salary= 32454.32675 ;
insert name= bassett ; CWID= 10001847 ; color= pink ; age= 28 ; salary= 16130.157 ;
insert name= bassigna ; CWID= 10001848 ; color= purple ; age= 29 ; salary= 64259.95722 ;
insert name= bassil ; CWID= 10001849 ; color= crimson ; age= 76 ; salary= 63995.46675 ;
insert name= basta ; CWID= 10001850 ; color= black ; age= 69 ; salary= 96378.84429 ;
insert name= bastani ; CWID= 10001851 ; color= white ; age= 63 ; salary= 22968.924 ;
insert name= bastarac ; CWID= 10001852 ; color= red ; age= 81 ; salary= 109541.0283 ;
insert name= bastian ; CWID= 10001853 ; color= green ; age= 34 ; salary= 26793.36698 ;
insert name= bastien ; CWID= 10001854 ; color= blue ; age= 77 ; salary= 71375.26616 ;
insert name= basu ; CWID= 10001855 ; color= orange ; age= 36 ; salary= 48699.10335 ;
insert name= bat ; CWID= 10001856 ; color= yellow ; age= 47 ; salary= 35859.84721 ;
insert name= batcheld ; CWID= 10001857 ; color= pink ; age= 89 ; salary= 35615.58483 ;
insert name= batchelo ; CWID= 10001858 ; color= purple ; age= 43 ; salary= 51830.948 ;
insert name= batchoun ; CWID= 10001859 ; color= crimson ; age= 53 ; salary= 86616.88242 ;
insert name= bateman ; CWID= 10001860 ; color= black ; age= 85 ; salary= 52826.33661 ;
insert name= bates ; CWID= 10001861 ; color= white ; age= 70 ; salary= 17951.33702 ;
insert name= batholom ; CWID= 10001862 ; color= red ; age= 38 ; salary= 70047.41417 ;
insert name= bathrick ; CWID= 10001863 ; color= green ; age= 88 ; salary= 50398.03081 ;
insert name= bathsheb ; CWID= 10001864 ; color= blue ; age= 79 ; salary= 99658.01751 ;
insert name= batsheva ; CWID= 10001865 ; color= orange ; age= 34 ; salary= 109035.7534 ;
insert name= batson ; CWID= 10001866 ; color= yellow ; age= 39 ; salary= 18053.94776 ;
insert name= battersb ; CWID= 10001867 ; color= pink ; age= 35 ; salary= 86457.05424 ;
insert name= battersh ; CWID= 10001868 ; color= purple ; age= 45 ; salary= 95238.31571 ;
insert name= battisto ; CWID= 10001869 ; color= crimson ; age= 77 ; salary= 68991.39586 ;
insert name= batura ; CWID= 10001870 ; color= black ; age= 37 ; salary= 10521.68089 ;
insert name= baudais ; CWID= 10001871 ; color= white ; age= 28 ; salary= 59235.68529 ;
insert name= baudoin ; CWID= 10001872 ; color= red ; age= 95 ; salary= 84433.80459 ;
insert name= bauer ; CWID= 10001873 ; color= green ; age= 54 ; salary= 80486.95361 ;
insert name= baughan ; CWID= 10001874 ; color= blue ; age= 63 ; salary= 101724.4373 ;
insert name= baugnon ; CWID= 10001875 ; color= orange ; age= 48 ; salary= 89171.65462 ;
insert name= baulch ; CWID= 10001876 ; color= yellow ; age= 40 ; salary= 30511.83712 ;
insert name= baum ; CWID= 10001877 ; color= pink ; age= 14 ; salary= 44140.11157 ;
insert name= baumann ; CWID= 10001878 ; color= purple ; age= 59 ; salary= 71139.26612 ;
insert name= baumberg ; CWID= 10001879 ; color= crimson ; age= 82 ; salary= 95811.33676 ;
insert name= baumert ; CWID= 10001880 ; color= black ; age= 68 ; salary= 53499.06471 ;
insert name= bautista ; CWID= 10001881 ; color= white ; age= 25 ; salary= 95873.24973 ;
insert name= bawek ; CWID= 10001882 ; color= red ; age= 84 ; salary= 89615.44995 ;
insert name= bawn ; CWID= 10001883 ; color= green ; age= 50 ; salary= 48326.80173 ;
insert name= bax ; CWID= 10001884 ; color= blue ; age= 3 ; salary= 53351.68599 ;
insert name= baxie ; CWID= 10001885 ; color= orange ; age= 48 ; salary= 56101.73934 ;
insert name= baxter ; CWID= 10001886 ; color= yellow ; age= 28 ; salary= 43593.17373 ;
insert name= baxy ; CWID= 10001887 ; color= pink ; age= 98 ; salary= 55308.35346 ;
insert name= bay ; CWID= 10001888 ; color= purple ; age= 30 ; salary= 55779.35555 ;
insert name= bayard ; CWID= 10001889 ; color= crimson ; age= 41 ; salary= 95396.70371 ;
insert name= bayer ; CWID= 10001890 ; color= black ; age= 38 ; salary= 69328.73353 ;
insert name= bayerkoh ; CWID= 10001891 ; color= white ; age= 34 ; salary= 88212.95588 ;
insert name= bayless ; CWID= 10001892 ; color= red ; age= 38 ; salary= 49694.73323 ;
insert name= bayley ; CWID= 10001893 ; color= green ; age= 79 ; salary= 106757.132 ;
insert name= bayly ; CWID= 10001894 ; color= blue ; age= 65 ; salary= 59544.7154 ;
insert name= bayne ; CWID= 10001895 ; color= orange ; age= 94 ; salary= 44962.56197 ;
insert name= baynes ; CWID= 10001896 ; color= yellow ; age= 90 ; salary= 46755.31091 ;
insert name= bayno ; CWID= 10001897 ; color= pink ; age= 30 ; salary= 51022.16868 ;
insert name= bayola ; CWID= 10001898 ; color= purple ; age= 52 ; salary= 72401.82508 ;
insert name= bayrakta ; CWID= 10001899 ; color= crimson ; age= 18 ; salary= 52360.28136 ;
insert name= bays ; CWID= 10001900 ; color= black ; age= 1 ; salary= 58943.50764 ;
insert name= bazarjan ; CWID= 10001901 ; color= white ; age= 51 ; salary= 52312.60949 ;
insert name= bazemore ; CWID= 10001902 ; color= red ; age= 80 ; salary= 83926.24524 ;
insert name= bazerghi ; CWID= 10001903 ; color= green ; age= 89 ; salary= 92774.03511 ;
insert name= bazerman ; CWID= 10001904 ; color= blue ; age= 65 ; salary= 88987.13763 ;
insert name= bazik ; CWID= 10001905 ; color= orange ; age= 3 ; salary= 99853.66191 ;
insert name= baziuk ; CWID= 10001906 ; color= yellow ; age= 78 ; salary= 75335.42849 ;
insert name= bcs ; CWID= 10001907 ; color= pink ; age= 90 ; salary= 39821.96363 ;
